,mol_idx,atom_idx,predicted_shift,true_shift,error
136,5380,7,130.34877,130.1,0.24876404
137,5380,8,136.60117,136.3,0.30116272
138,5380,9,129.03662,130.1,-1.063385
139,5380,10,128.0014,127.4,0.6014023
140,5380,11,192.32678,191.9,0.42678833
141,5381,0,151.26587,150.4,0.86587524
142,5381,1,121.83877,122.7,-0.86122894
143,5381,2,141.59612,143.9,-2.3038788
144,5381,3,192.38297,193.8,-1.417038
145,5381,4,123.16645,122.7,0.46645355
146,5381,5,135.59206,134.1,1.4920502
147,5381,6,129.72752,131.5,-1.7724762
148,5381,7,129.35742,129.0,0.35742188
149,5381,8,138.53275,140.1,-1.5672607
150,5381,9,128.1628,129.0,-0.837204
151,5381,10,129.84187,131.5,-1.6581268
152,5363,10,51.860397,52.1,-0.23960114
153,5364,0,74.510796,73.4,1.1107941
154,5364,1,38.1381,38.3,-0.16189957
155,5364,2,65.051285,66.5,-1.4487152
156,5364,3,31.274464,30.3,0.9744644
157,5364,4,22.85196,20.6,2.2519588
158,5364,5,29.344414,26.5,2.8444138
159,5364,6,27.665909,26.0,1.6659088
160,5364,7,25.362083,25.5,-0.13791656
161,5364,8,63.272663,64.0,-0.7273369
162,5364,9,60.54036,63.5,-2.9596405
163,5364,12,18.120697,17.7,0.42069626
164,5365,0,121.79018,119.0,2.7901764
165,5365,1,146.66821,148.6,-1.9317932
166,5365,2,36.227345,34.9,1.327343
167,5365,3,34.8853,36.9,-2.0147018
168,5365,4,26.539097,24.7,1.8390961
169,5365,5,68.937675,70.8,-1.8623276
170,5365,6,32.34128,32.2,0.14128113
171,5365,7,26.49113,28.2,-1.7088699
172,5365,8,22.582138,22.1,0.48213768
173,5365,9,40.16971,41.9,-1.7302933
174,5365,10,23.689796,23.6,0.08979607
175,5366,0,121.24458,117.2,4.044586
176,5366,1,152.14037,150.6,1.5403595
177,5366,2,37.29688,34.8,2.4968796
178,5366,3,33.23768,34.6,-1.36232
179,5366,4,25.154808,24.7,0.45480728
180,5366,5,68.03145,67.9,0.13144684
181,5366,6,31.858196,32.2,-0.3418045
182,5366,7,26.38463,27.7,-1.3153706
183,5366,8,22.57034,21.9,0.6703396
184,5366,9,40.15692,41.4,-1.2430801
185,5366,10,23.829437,22.7,1.1294365
186,5366,11,170.25319,170.7,-0.44680786
187,5366,12,20.622244,21.4,-0.77775574
188,5367,0,30.375645,30.4,-0.024354935
189,5367,1,31.644344,30.5,1.1443443
190,5367,2,96.53282,92.7,3.8328247
191,5367,3,172.57214,171.8,0.7721405
192,5367,4,123.454216,124.7,-1.245781
193,5367,5,135.726,139.5,-3.774002
194,5367,6,32.64675,36.9,-4.25325
195,5367,7,70.4631,75.6,-5.136902
196,5367,8,169.00377,168.2,0.803772
197,5367,9,21.102114,21.4,-0.2978859
198,5368,0,30.358084,30.3,0.058084488
199,5368,1,30.787178,25.3,5.487179
200,5368,2,96.62908,92.1,4.5290833
201,5368,3,172.52881,171.5,1.0288086
202,5368,4,123.20635,124.2,-0.9936447
203,5368,5,135.96823,140.2,-4.2317657
204,5368,6,31.376234,33.1,-1.7237644
205,5368,7,67.97524,74.4,-6.424759
206,5368,8,169.30215,168.0,1.3021545
207,5368,9,21.394865,19.9,1.4948654
208,5369,0,40.952553,41.1,-0.14744568
209,5369,1,142.2185,137.3,4.918503
210,5369,2,127.54948,125.0,2.5494766
211,5369,3,133.7908,138.0,-4.209198
212,5369,4,127.78524,125.0,2.7852402
213,5369,5,140.1353,137.3,2.8352966
214,5369,6,37.296112,39.0,-1.7038879
215,5369,7,26.652542,23.7,2.9525414
216,5369,8,129.393,131.2,-1.8069916
217,5369,9,129.17328,131.2,-2.0267181
218,5369,10,25.005787,23.7,1.3057861
219,5369,11,36.50915,39.0,-2.4908485
220,5369,12,113.72964,111.3,2.429634
221,5370,0,129.39148,129.0,0.3914795
222,5370,1,124.389656,124.2,0.18965912
223,5370,2,146.03993,148.8,-2.7600708
224,5370,3,124.30293,124.2,0.10293579
225,5370,4,128.45195,129.0,-0.5480499
226,5370,5,139.82362,139.9,-0.07637024
227,5370,6,146.94736,148.9,-1.9526367
228,5370,7,128.85379,131.6,-2.7462158
229,5370,8,193.09778,192.9,0.19778442
230,5371,0,11.259388,13.1,-1.8406124
231,5371,1,7.882589,7.3,0.5825887
232,5371,2,123.27349,122.6,0.67349243
233,5371,3,130.90756,131.3,-0.3924408
234,5371,4,133.02748,135.4,-2.3725128
235,5371,5,143.10045,148.1,-4.9995575
236,5371,6,117.74719,111.9,5.847191
237,5371,7,129.21625,129.3,-0.08375549
238,5371,8,122.624504,120.1,2.5245056
239,5371,9,129.11108,129.3,-0.18891907
240,5371,10,114.43223,111.9,2.5322266
241,5372,0,11.260042,13.1,-1.8399582
242,5372,1,7.8856487,7.1,0.7856488
243,5372,2,123.59988,122.3,1.2998734
244,5372,3,130.9257,131.6,-0.67430115
245,5372,4,132.68213,135.1,-2.4178772
246,5372,5,147.2142,153.6,-6.385803
247,5372,6,115.05176,110.9,4.1517563
248,5353,7,27.646664,26.4,1.246664
249,5353,8,27.5974,26.4,1.197401
250,5353,9,81.72125,78.7,3.0212555
251,5354,0,26.712132,24.8,1.9121323
252,5354,3,37.632732,31.4,6.232733
253,5354,4,201.08893,198.4,2.6889343
254,5354,5,198.42017,200.9,-2.479828
255,5354,6,25.540941,28.5,-2.9590588
256,5354,7,174.04962,171.9,2.1496277
257,5354,8,51.69866,51.2,0.49866104
258,5354,9,24.358759,15.4,8.958759
259,5354,10,23.513016,28.7,-5.186985
260,5355,0,147.4273,147.0,0.42730713
261,5355,1,162.85269,160.5,2.3526917
262,5355,2,116.35127,114.6,1.7512741
263,5355,3,142.64351,145.1,-2.4564972
264,5355,4,144.18484,143.0,1.184845
265,5355,5,96.384224,94.4,1.9842224
266,5355,10,12.594997,12.7,-0.1050024
267,5356,0,56.70147,58.0,-1.2985306
268,5356,1,80.9768,88.0,-7.023201
269,5356,3,40.687046,47.4,-6.7129555
270,5356,4,56.563507,55.1,1.4635086
271,5356,5,29.972094,32.0,-2.0279064
272,5356,6,25.758266,30.0,-4.2417336
273,5356,7,44.53408,45.8,-1.2659187
274,5356,8,178.28531,179.1,-0.81469727
275,5357,0,25.823458,27.1,-1.2765427
276,5357,1,27.48397,28.4,-0.916029
277,5357,2,42.33618,44.6,-2.2638168
278,5357,3,40.37009,43.3,-2.9299088
279,5357,4,32.589424,33.1,-0.51057434
280,5357,5,58.93754,61.6,-2.6624603
281,5357,6,34.671448,35.3,-0.6285515
282,5357,7,59.331753,62.6,-3.2682457
283,5358,0,25.634678,25.5,0.13467789
284,5358,1,29.690926,27.6,2.0909252
285,5358,2,40.760666,45.9,-5.1393356
286,5358,3,38.046627,40.2,-2.1533737
287,5358,4,31.246433,33.5,-2.2535667
288,5358,5,54.37319,59.2,-4.826809
289,5358,6,33.584442,35.2,-1.6155586
290,5358,7,57.448982,61.7,-4.2510185
291,5359,0,45.972954,46.5,-0.5270462
292,5359,1,44.102013,44.7,-0.5979881
293,5359,2,46.154655,51.0,-4.8453445
294,5359,3,46.525448,44.0,2.5254478
295,5359,4,138.6694,134.9,3.7694092
296,5359,5,135.08257,134.7,0.38256836
297,5359,6,58.538094,60.4,-1.861908
298,5359,7,32.797558,31.1,1.6975574
299,5359,8,57.083633,61.5,-4.4163666
300,5359,9,46.878216,52.0,-5.121784
301,5360,0,62.574585,64.9,-2.3254166
302,5360,1,29.152538,26.7,2.4525375
303,5360,2,24.624489,24.3,0.3244896
304,5360,3,46.238327,46.7,-0.46167374
305,5360,4,200.72499,200.5,0.22499084
306,5360,5,156.07097,153.9,2.1709747
307,5360,6,79.99736,80.2,-0.20263672
308,5360,7,28.471134,28.4,0.07113457
309,5360,8,28.049133,28.4,-0.35086632
310,5360,9,28.429863,28.4,0.029863358
311,5361,0,58.352467,55.1,3.252468
312,5361,2,24.686382,23.8,0.88638306
313,5361,3,46.919456,46.6,0.319458
314,5361,4,63.36174,63.5,-0.13825989
315,5361,5,174.20987,175.9,-1.6901245
316,5361,7,33.592182,32.1,1.4921837
317,5361,9,177.50339,178.0,-0.49661255
318,5361,10,38.314564,38.3,0.014564514
319,5361,11,26.601116,26.7,-0.09888458
320,5361,12,26.576012,26.7,-0.123989105
321,5361,13,26.57368,26.7,-0.12631989
322,5362,0,59.020096,52.4,6.6200943
323,5362,1,68.6981,69.7,-1.0018997
324,5362,2,40.69675,43.3,-2.6032486
325,5362,3,67.096275,71.1,-4.003723
326,5362,4,55.43406,60.9,-5.4659424
327,5362,5,145.90977,147.2,-1.2902222
328,5362,6,128.83342,128.7,0.13342285
329,5362,7,124.395874,123.7,0.6958771
330,5362,8,146.55838,147.4,-0.84161377
331,5362,9,124.17466,123.7,0.47466278
332,5362,10,128.26938,128.7,-0.4306183
333,5362,11,66.0564,61.2,4.8563957
334,5362,12,174.96904,173.3,1.6690369
335,5362,13,61.422695,62.7,-1.2773056
336,5362,14,14.35622,14.4,-0.043779373
337,5363,0,102.79708,103.2,-0.40291595
338,5363,2,60.66382,58.3,2.3638191
339,5363,3,128.19034,127.1,1.0903397
340,5363,4,70.792564,71.2,-0.40743256
341,5363,5,36.62395,36.4,0.22394943
342,5363,6,56.25402,52.4,3.8540192
343,5363,8,20.678091,20.9,-0.22190857
344,5345,6,134.79,135.9,-1.1100006
345,5345,7,127.68456,129.4,-1.7154312
346,5345,8,154.12674,154.9,-0.7732544
347,5345,9,136.23267,147.9,-11.667328
348,5345,10,161.96161,160.7,1.2616119
349,5345,11,126.41391,128.7,-2.286087
350,5346,0,30.878231,31.3,-0.4217682
351,5346,1,27.594376,27.5,0.09437561
352,5346,2,31.034655,31.3,-0.26534462
353,5346,3,31.039116,31.3,-0.26088333
354,5346,4,91.06394,93.6,-2.5360565
355,5346,5,74.5672,73.6,0.96720123
356,5346,6,49.034035,48.2,0.83403397
357,5346,7,54.510868,53.4,1.1108665
358,5346,8,25.584612,26.1,-0.5153885
359,5346,9,24.6576,24.2,0.45759964
360,5346,10,26.0586,26.1,-0.04140091
361,5346,11,52.566544,53.4,-0.83345795
362,5347,0,126.66348,126.7,-0.036514282
363,5347,1,132.69249,134.5,-1.8075104
364,5347,2,133.95122,133.0,0.95121765
365,5347,3,126.93031,126.7,0.23031616
366,5347,4,133.54689,132.9,0.64689636
367,5347,5,133.72206,133.9,-0.17793274
368,5347,6,183.9136,183.8,0.113601685
369,5347,7,135.10822,134.9,0.20822144
370,5347,8,111.75576,113.0,-1.2442398
371,5347,9,184.96558,184.9,0.065582275
372,5347,10,117.58594,115.5,2.0859375
373,5347,11,134.35341,135.3,-0.94659424
374,5347,12,117.95016,117.3,0.6501541
375,5347,13,150.41098,152.5,-2.0890198
376,5347,14,28.729397,29.6,-0.87060356
377,5348,0,132.0749,131.4,0.6749115
378,5348,1,132.6954,133.8,-1.104599
379,5348,2,132.70662,135.6,-2.8933868
380,5348,3,126.60285,127.9,-1.2971497
381,5348,4,135.68393,136.5,-0.81607056
382,5348,5,118.25803,117.6,0.6580353
383,5348,6,132.8155,133.1,-0.28450012
384,5348,7,132.73193,133.0,-0.2680664
385,5348,8,126.915886,127.5,-0.5841141
386,5348,9,133.97983,134.7,-0.72016907
387,5348,10,133.97626,134.7,-0.7237396
388,5348,11,126.92736,127.5,-0.57263947
389,5348,12,181.9401,180.9,1.0401001
390,5348,13,182.25908,181.6,0.6590729
391,5348,14,117.47166,117.0,0.4716568
392,5349,0,107.14813,106.3,0.8481293
393,5349,1,129.58707,129.8,-0.2129364
394,5349,2,140.98378,140.5,0.4837799
395,5349,3,122.87091,126.5,-3.6290894
396,5349,4,124.71527,124.1,0.6152725
397,5349,5,118.95983,118.0,0.95983124
398,5349,6,128.96413,128.4,0.5641327
399,5349,7,115.56806,117.2,-1.6319351
400,5349,8,142.11937,141.0,1.1193695
401,5350,0,188.54218,187.6,0.9421692
402,5350,1,132.69096,133.9,-1.2090302
403,5350,2,144.38629,146.7,-2.3137054
404,5350,3,183.25687,182.0,1.2568665
405,5350,4,157.93549,158.9,-0.96450806
406,5350,5,107.57516,107.3,0.2751541
407,5350,6,36.0731,35.0,1.073101
408,5350,7,137.93335,136.0,1.9333496
409,5350,8,128.3306,129.5,-1.1694031
410,5350,9,128.41608,128.9,-0.48391724
411,5350,10,126.82208,127.1,-0.27791595
412,5350,11,128.51619,128.9,-0.38380432
413,5350,12,128.6387,129.5,-0.8612976
414,5350,13,56.03698,56.5,-0.46302032
415,5351,0,44.911186,42.8,2.111187
416,5351,1,209.81874,209.2,0.6187439
417,5351,2,36.071026,36.1,-0.028972626
418,5351,3,8.025248,7.7,0.32524776
419,5351,4,41.4217,41.7,-0.27830124
420,5351,5,16.640882,13.5,3.1408825
421,5351,6,203.93182,203.4,0.53182983
422,5352,0,115.584465,116.6,-1.0155334
423,5352,1,157.24109,158.1,-0.85891724
424,5352,2,114.799355,116.3,-1.5006485
425,5352,3,128.66058,127.9,0.760582
426,5352,4,123.664085,123.8,-0.13591766
427,5352,5,145.09409,145.5,-0.4059143
428,5352,6,77.73117,78.3,-0.5688324
429,5352,7,163.53726,162.2,1.337265
430,5352,8,21.61247,21.2,0.41246986
431,5352,9,41.75557,41.1,0.655571
432,5352,10,71.1803,71.5,-0.31970215
433,5353,0,121.74431,118.6,3.14431
434,5353,1,145.46707,145.5,-0.032928467
435,5353,2,145.64594,145.5,0.14593506
436,5353,3,121.7019,118.6,3.1018982
437,5353,4,125.696266,126.3,-0.6037369
438,5353,5,125.70369,126.3,-0.5963135
439,5353,6,81.01712,78.7,2.3171234
440,5335,1,36.3678,37.5,-1.1321983
441,5335,2,151.55167,144.4,7.1516724
442,5335,3,112.718025,111.2,1.5180283
443,5336,0,36.298985,37.5,-1.2010155
444,5336,1,36.16586,35.4,0.7658577
445,5336,2,170.38933,169.5,0.889328
446,5336,3,41.17288,43.3,-2.127121
447,5336,4,40.62071,43.7,-3.0792923
448,5336,5,24.627708,22.5,2.1277084
449,5336,6,83.12535,84.5,-1.374649
450,5336,7,71.00434,72.6,-1.5956573
451,5336,8,201.86397,199.3,2.5639648
452,5337,0,116.110085,115.1,1.010086
453,5337,1,139.04247,140.5,-1.4575348
454,5337,2,185.65811,188.9,-3.2418823
455,5337,3,35.36214,35.4,-0.03786087
456,5337,4,160.56108,158.2,2.361084
457,5337,5,164.74799,159.5,5.247986
458,5338,0,190.6874,193.7,-3.0126038
459,5338,1,123.048065,121.9,1.1480637
460,5338,2,159.91281,166.9,-6.9871826
461,5338,3,44.235497,44.3,-0.064502716
462,5338,4,137.13225,149.4,-12.267746
463,5338,5,33.55132,35.0,-1.4486809
464,5338,6,29.879597,28.9,0.9795971
465,5338,7,28.767746,28.9,-0.13225365
466,5338,8,28.752058,28.9,-0.14794159
467,5338,9,169.79861,171.8,-2.0013885
468,5339,0,31.15826,27.0,4.1582603
469,5339,1,194.90909,195.5,-0.59091187
470,5339,2,52.705273,58.9,-6.194729
471,5339,3,35.831264,36.5,-0.6687355
472,5340,0,112.88468,109.4,3.4846802
473,5340,1,124.91422,122.0,2.9142227
474,5340,2,123.76325,122.0,1.7632523
475,5340,3,118.829735,109.4,9.429733
476,5340,4,137.76477,132.2,5.5647736
477,5340,5,134.51904,132.2,2.319046
478,5340,6,163.65402,168.1,-4.445984
479,5341,0,113.61341,113.7,-0.086586
480,5341,1,131.41524,131.5,-0.08476257
481,5341,2,117.95761,119.4,-1.4423904
482,5341,3,131.34172,131.5,-0.15827942
483,5341,4,112.89205,113.7,-0.80794525
484,5341,5,152.92294,151.0,1.9229431
485,5341,6,166.98526,167.2,-0.21473694
486,5341,7,51.93762,51.6,0.33761978
487,5342,0,131.52733,131.8,-0.27267456
488,5342,1,127.565926,127.9,-0.33407593
489,5342,2,127.560875,127.9,-0.3391266
490,5342,3,131.5324,131.8,-0.26760864
491,5342,4,125.256805,126.2,-0.9431915
492,5342,5,125.25563,126.2,-0.94436646
493,5342,6,91.07661,87.7,3.3766098
494,5342,7,91.468765,93.8,-2.3312378
495,5342,8,115.33497,115.8,-0.46503448
496,5342,9,131.45847,133.4,-1.9415283
497,5342,10,114.57328,114.3,0.27327728
498,5342,11,159.92471,160.0,-0.075286865
499,5342,12,114.64431,114.3,0.34430695
500,5342,13,132.85402,133.4,-0.54597473
501,5342,14,55.151443,55.6,-0.448555
502,5342,15,91.07398,87.7,3.3739853
503,5342,16,91.51098,93.8,-2.2890244
504,5342,17,115.454124,115.8,-0.3458786
505,5342,18,133.3737,133.4,-0.026290894
506,5342,19,114.4531,114.3,0.15309906
507,5342,20,159.91383,160.0,-0.08616638
508,5342,21,114.591545,114.3,0.29154205
509,5342,22,130.62048,133.4,-2.7795105
510,5342,23,55.153107,55.6,-0.44689178
511,5343,0,156.58353,158.6,-2.0164795
512,5343,1,113.27195,110.5,2.7719498
513,5343,2,128.53288,127.4,1.1328812
514,5343,3,120.619415,120.7,-0.080581665
515,5343,4,128.04218,128.1,-0.05783081
516,5343,5,132.51659,132.6,-0.0834198
517,5343,6,54.939377,55.2,-0.26062393
518,5343,7,31.377949,30.3,1.0779495
519,5343,8,10.359829,10.5,-0.14017105
520,5343,9,70.84464,71.9,-1.0553589
521,5344,0,137.6594,138.2,-0.54060364
522,5344,1,125.73726,127.5,-1.7627411
523,5344,2,148.32715,148.1,0.22714233
524,5344,3,153.2016,152.5,0.7015991
525,5344,4,122.91582,123.8,-0.8841858
526,5344,5,201.9244,201.9,0.024398804
527,5344,6,75.83172,77.2,-1.3682785
528,5344,7,26.646185,27.5,-0.8538151
529,5344,8,25.946825,27.5,-1.553175
530,5345,0,115.12223,115.9,-0.777771
531,5345,1,139.39008,142.0,-2.6099243
532,5345,2,179.65433,176.4,3.2543335
533,5345,3,177.07715,180.2,-3.1228485
534,5345,4,147.84402,146.9,0.94403076
535,5345,5,127.884026,134.5,-6.6159744
536,5324,6,21.32409,18.7,2.6240883
537,5324,7,41.28618,43.4,-2.113823
538,5324,8,40.541653,43.6,-3.0583458
539,5324,9,25.50089,26.4,-0.8991089
540,5324,10,22.433115,25.6,-3.1668854
541,5324,11,22.21978,26.4,-4.1802197
542,5324,12,24.950562,25.6,-0.64943886
543,5325,0,43.65978,47.7,-4.040222
544,5325,1,41.322678,38.4,2.922676
545,5325,2,24.952566,24.5,0.45256615
546,5325,3,24.34964,24.5,-0.1503601
547,5325,4,37.621876,38.8,-1.1781235
548,5325,5,37.471745,37.2,0.27174377
549,5325,6,21.92582,24.0,-2.0741806
550,5325,7,41.39102,41.5,-0.10897827
551,5325,8,210.60027,211.9,-1.2997284
552,5325,9,54.715363,53.5,1.2153625
553,5326,0,19.589352,18.8,0.7893524
554,5326,1,23.400793,21.9,1.5007935
555,5326,2,23.050472,22.1,0.9504719
556,5326,3,25.284004,22.6,2.6840038
557,5326,4,145.22205,146.7,-1.477951
558,5326,5,99.12371,101.8,-2.6762924
559,5326,6,150.57164,161.8,-11.228363
560,5326,7,32.859238,30.4,2.459238
561,5327,0,110.35314,107.3,3.0531387
562,5327,1,159.26813,163.7,-4.4318695
563,5327,2,112.09812,107.3,4.7981186
564,5327,3,140.48831,143.5,-3.0116882
565,5327,4,138.2574,136.1,2.1573944
566,5327,5,143.13245,143.5,-0.3675537
567,5327,6,163.28714,161.1,2.1871338
568,5327,7,15.927179,14.9,1.0271797
569,5327,8,15.588224,14.9,0.6882248
570,5328,0,132.55585,133.1,-0.54415894
571,5328,1,110.3671,113.5,-3.1328964
572,5328,2,132.55121,133.1,-0.5487976
573,5328,3,120.82969,122.7,-1.8703079
574,5328,4,152.51556,154.2,-1.684433
575,5328,5,121.74288,122.7,-0.9571152
576,5328,6,73.5286,72.7,0.82860565
577,5328,7,118.6486,118.4,0.24859619
578,5328,8,141.15685,142.5,-1.3431549
579,5328,9,113.22942,114.0,-0.7705765
580,5328,10,24.57641,24.8,-0.22358894
581,5328,11,24.777695,24.8,-0.022304535
582,5329,0,114.56573,115.7,-1.1342697
583,5329,1,135.2891,137.1,-1.8109131
584,5329,2,39.789486,41.0,-1.2105141
585,5329,3,36.521095,37.4,-0.87890625
586,5329,4,19.40989,19.4,0.009889603
587,5329,5,143.17912,144.0,-0.8208771
588,5329,6,113.92003,112.5,1.4200287
589,5330,0,21.364376,16.5,4.864376
590,5330,1,39.89901,38.8,1.0990105
591,5330,2,67.74442,70.0,-2.255577
592,5330,3,66.2877,70.0,-3.7123032
593,5330,4,38.283405,36.5,1.7834053
594,5330,5,18.510328,18.5,0.010328293
595,5330,6,14.381065,15.0,-0.61893463
596,5331,0,143.10965,147.4,-4.290344
597,5331,1,44.147526,43.3,0.84752655
598,5331,2,127.51229,131.0,-3.487709
599,5331,3,130.96547,132.0,-1.0345306
600,5331,4,126.85328,127.5,-0.6467209
601,5331,5,36.45326,35.5,0.9532585
602,5331,6,134.70412,137.4,-2.695877
603,5331,7,114.564674,115.0,-0.43532562
604,5332,0,141.55536,143.4,-1.844635
605,5332,3,41.00808,40.5,0.5080795
606,5332,5,120.63376,118.1,2.53376
607,5332,6,35.523643,34.9,0.62364197
608,5332,7,22.014242,21.2,0.8142414
609,5332,8,22.473337,21.7,0.7733364
610,5332,9,32.82569,32.4,0.4256897
611,5332,10,20.63922,19.7,0.9392185
612,5332,11,19.9341,20.0,-0.0659008
613,5333,0,123.43522,123.2,0.23522186
614,5333,1,132.94263,128.3,4.642624
615,5333,2,132.94911,128.3,4.649109
616,5333,3,123.44443,123.2,0.24443054
617,5333,4,134.99802,134.6,0.39801025
618,5333,5,134.99663,134.6,0.3966217
619,5333,6,164.08499,162.7,1.3849945
620,5333,7,164.07607,162.7,1.3760681
621,5333,8,64.020996,64.7,-0.67900085
