,mol_idx,atom_idx,experimental_shift,dft_shift
186,2241,22,109.7,106.41
187,2241,21,159.5,159.24
188,2241,20,102.9,99.67
189,2241,19,159.5,158.33
190,2241,18,109.7,108.1
191,2241,23,136.5,137.51
192,2241,26,152.4,149.7
193,2241,27,107.4,110.1
194,2241,28,136.4,134.84
195,2241,29,101.4,95.96
196,2241,31,126.8,126.09
197,2241,32,128.7,127.76
198,2242,0,96.8,92.57
199,2242,2,70.9,69.03
200,2242,3,73.8,68.94
201,2242,4,72.7,69.91
202,2242,5,71.6,68.89
203,2242,6,115.1,115.44
204,2242,7,158.6,157.0
205,2242,8,103.3,105.5
206,2242,9,128.7,133.27
207,2242,11,160.2,156.33
208,2242,12,113.9,115.42
209,2242,13,143.9,144.24
210,2242,14,152.2,152.43
211,2242,15,114.6,114.84
212,2242,16,131.0,129.3
213,2242,17,112.0,112.02
214,2242,18,156.4,154.61
215,2242,19,111.8,116.95
216,2242,20,113.7,112.0
217,2242,21,155.2,155.68
218,2242,23,160.8,156.82
219,2242,24,112.3,113.44
220,2242,25,144.4,144.37
221,2242,33,16.6,16.15
222,2244,0,73.31,71.73
223,2244,1,55.69,58.93
224,2244,2,27.38,26.23
225,2244,3,49.71,47.75
226,2244,4,63.05,64.11
227,2244,7,165.06,165.2
228,2244,10,69.68,68.66
229,2244,11,21.1,19.22
230,2244,12,21.18,20.29
231,2244,15,49.71,47.36
232,2244,16,75.87,74.67
233,2244,17,18.51,20.21
234,2244,20,38.8,34.77
235,2245,0,130.95,129.62
236,2245,1,129.93,129.52
237,2245,2,25.81,23.98
238,2245,3,44.91,46.67
239,2245,4,65.92,74.29
240,2245,7,164.8,163.67
241,2245,10,70.19,69.32
242,2245,11,21.41,20.27
243,2245,12,21.47,19.39
244,2245,13,57.44,59.67
245,2245,14,203.43,211.09
246,2245,16,26.93,27.89
247,2248,0,151.4,147.99
248,2248,1,144.7,139.66
249,2248,2,127.9,125.73
250,2248,3,115.5,112.47
251,2248,4,129.2,131.76
252,2248,5,126.8,128.51
253,2248,7,43.2,43.22
254,2248,8,27.8,29.78
255,2248,9,54.7,53.33
256,2248,10,35.8,36.98
257,2248,11,124.6,122.8
258,2248,12,129.4,131.51
259,2248,13,112.8,107.74
260,2248,14,148.0,143.62
261,2248,15,147.4,144.91
262,2248,16,115.8,112.32
263,2248,19,56.6,52.52
264,2248,22,60.3,56.68
265,2251,0,183.83,171.86
266,2251,1,74.67,73.43
267,2251,4,33.58,29.12
268,2251,5,36.06,33.51
269,2251,6,185.42,178.4
270,2255,0,137.6,132.35
271,2255,1,129.7,128.96
272,2255,2,130.4,130.96
273,2255,3,129.7,130.02
274,2255,4,21.4,22.04
275,2255,5,21.5,22.42
276,2255,6,23.5,20.2
277,2255,7,19.5,25.8
278,2255,8,140.0,141.49
279,2255,9,139.6,139.32
280,2255,12,93.9,94.33
281,2255,17,131.7,142.99
282,2255,18,131.7,143.67
283,2276,0,129.3,128.73
284,2276,1,165.8,163.75
285,2276,3,69.3,69.59
286,2276,4,190.8,190.26
287,2276,5,107.3,109.34
288,2276,6,155.9,157.33
289,2276,8,166.9,166.04
290,2276,9,124.2,125.13
291,2276,10,145.0,148.01
292,2276,16,129.9,129.94
293,2276,15,128.4,128.13
294,2276,14,133.3,133.89
295,2276,13,128.4,128.18
296,2276,12,129.9,130.85
297,2279,0,155.0,156.1
298,2279,1,125.4,123.99
299,2279,2,124.5,123.78
300,2279,3,104.8,104.16
301,2279,4,153.3,153.92
302,2279,5,116.8,115.92
303,2279,6,121.1,121.26
304,2279,8,68.3,67.16
305,2279,9,129.4,131.77
306,2279,11,158.3,158.19
307,2279,12,120.2,121.05
308,2279,13,129.3,128.5
309,2279,14,107.3,103.48
310,2279,15,157.0,157.37
311,2279,16,99.2,95.82
312,2279,18,39.7,41.77
313,2279,19,148.0,152.67
314,2279,20,113.3,113.6
315,2279,21,27.1,21.48
316,2279,22,27.1,27.36
317,2279,23,55.3,51.66
318,2282,0,147.9,146.21
319,2282,1,121.7,122.06
320,2282,2,186.7,185.91
321,2282,3,121.7,120.88
322,2282,4,147.9,145.52
323,2282,5,180.2,180.28
324,2282,6,22.3,24.8
325,2282,7,119.4,121.95
326,2282,8,133.8,138.92
327,2282,9,17.7,17.96
328,2282,10,25.6,25.62
329,2282,11,22.3,24.15
330,2282,12,119.6,122.89
331,2282,13,137.3,138.91
332,2282,14,39.6,38.93
333,2282,15,26.5,27.21
334,2282,20,16.1,16.25
335,2282,21,124.1,125.81
336,2282,22,131.3,137.11
337,2282,23,25.6,17.61
338,2282,24,17.6,25.87
339,2284,0,104.74,96.04
340,2284,1,75.36,69.7
341,2284,2,78.41,70.17
342,2284,3,71.86,68.14
343,2284,4,78.48,70.06
344,2284,7,63.0,63.95
345,2284,11,127.96,124.32
346,2284,12,124.81,119.08
347,2284,13,114.81,114.32
348,2284,14,149.83,148.46
349,2284,15,151.31,144.78
350,2284,16,116.93,113.58
351,2284,19,148.34,148.82
352,2284,20,112.27,112.36
353,2284,21,168.46,165.94
354,2284,24,64.76,63.66
355,2284,25,113.35,106.2
356,2284,26,149.43,161.14
357,2284,27,68.62,65.02
358,2284,28,116.59,124.86
359,2284,31,56.91,52.68
360,2290,0,102.205,99.28
361,2290,1,161.64499999999998,165.62
362,2290,3,166.83999999999997,160.03
363,2290,4,102.19,99.15
364,2290,5,166.42000000000002,165.49
365,2290,6,22.325000000000003,24.14
366,2290,7,122.24000000000001,122.5
367,2290,8,135.535,145.51
368,2290,9,40.1,44.04
369,2290,10,16.16,14.92
370,2290,11,26.975,28.86
371,2290,12,124.8,124.1
372,2290,13,131.45499999999998,139.12
373,2290,14,25.630000000000003,25.11
374,2290,15,17.68,16.91
375,2290,16,43.480000000000004,43.69
376,2290,17,65.19,66.78
377,2290,18,23.46,22.0
378,2291,0,99.7,97.91
379,2291,1,73.1,67.44
380,2291,2,76.7,70.46
381,2291,3,69.6,72.28
382,2291,4,77.2,66.97
383,2291,6,60.7,67.19
384,2291,11,146.5,148.34
385,2291,12,152.1,149.96
386,2291,13,102.7,113.29
387,2291,14,105.7,106.0
388,2291,15,115.4,118.47
389,2291,16,150.1,148.0
390,2291,18,173.0,169.61
391,2291,19,109.2,109.72
392,2291,20,154.1,153.23
393,2291,21,96.7,95.19
394,2291,22,158.2,158.09
395,2291,23,139.1,139.45
396,2291,24,152.6,154.55
397,2291,31,61.8,59.38
398,2291,32,56.5,52.87
399,2291,33,61.1,58.41
400,2291,34,55.9,52.77
401,2293,0,163.0,160.81
402,2293,1,122.0,119.46
403,2293,2,130.0,129.19
404,2293,5,113.0,109.97
405,2293,4,135.0,134.39
406,2293,3,125.0,122.76
407,2293,11,182.0,179.16
408,2293,7,185.0,181.46
409,2293,9,140.0,144.6
410,2293,10,139.0,137.87
411,2293,13,120.0,119.46
412,2293,14,138.0,141.6
413,2293,15,44.0,37.12
414,2293,16,49.0,53.57
415,2293,24,24.0,25.82
416,2293,25,42.0,38.29
417,2293,26,208.0,209.48
418,2293,28,31.0,29.65
419,2293,17,18.0,19.01
420,2293,21,204.0,207.91
421,2305,0,35.1,37.58
422,2305,1,215.0,217.85
423,2305,2,50.3,52.54
424,2305,3,38.6,36.3
425,2305,4,36.8,39.54
426,2305,5,19.6,24.17
427,2305,6,35.5,29.3
428,2305,7,40.3,40.04
429,2305,8,24.3,35.37
430,2305,9,22.2,23.19
431,2305,10,58.7,55.12
432,2305,11,79.0,79.96
433,2305,12,133.9,133.63
434,2305,13,134.6,143.47
435,2305,14,67.7,68.94
436,2305,15,9.7,15.48
437,2305,19,17.3,25.53
438,2305,20,15.9,31.7
439,2305,21,18.0,23.93
440,2305,22,170.8,170.55
441,2305,23,21.0,20.52
442,2305,25,46.2,51.87
443,2305,27,48.7,47.61
444,2305,29,50.3,54.92
445,2309,18,67.3,70.16
446,2309,17,135.6,140.66
447,2309,16,128.6,134.18
448,2309,15,152.3,142.23
449,2309,14,126.1,127.99
450,2309,13,163.9,165.29
451,2309,11,49.5,46.16
452,2309,10,40.9,54.37
453,2309,9,198.3,222.17
454,2309,8,40.9,54.25
455,2309,7,49.5,47.36
456,2309,5,163.9,163.94
457,2309,4,126.1,128.65
458,2309,3,152.3,141.7
459,2309,2,128.6,135.05
460,2309,1,135.6,140.08
461,2309,0,67.3,70.09
462,2309,22,22.7,20.9
463,2309,23,23.8,23.6
464,2309,20,22.7,23.16
465,2309,21,23.8,21.3
466,2309,29,19.0,15.42
467,2309,31,23.4,21.35
468,2309,25,19.0,14.39
469,2309,26,23.4,21.26
470,2318,0,124.5,123.1
471,2318,1,126.7,125.2
472,2318,2,133.3,134.02
473,2318,3,125.9,125.36
474,2318,4,130.5,127.6
475,2318,5,134.0,130.57
476,2318,6,107.3,104.73
477,2318,7,155.6,153.22
478,2318,8,128.9,128.49
479,2318,9,129.9,128.94
480,2318,10,19.5,19.71
481,2318,11,16.9,17.59
482,2318,13,102.2,94.3
483,2318,15,78.2,79.35
484,2318,16,71.5,71.38
485,2318,17,78.1,66.94
486,2318,18,74.7,71.92
487,2318,20,62.8,67.59
488,2334,0,119.5,93.95
489,2334,1,126.2,121.83
490,2334,2,140.1,126.27
491,2334,3,156.8,162.29
492,2334,4,42.5,48.23
493,2334,5,147.7,145.58
494,2334,6,118.8,118.98
495,2334,7,39.9,28.96
496,2334,8,76.4,71.96
497,2334,9,178.4,178.71
498,2334,12,21.8,18.39
499,2334,14,66.0,64.94
500,2334,17,67.6,72.62
501,2334,19,79.2,75.61
502,2334,21,47.8,42.13
503,2339,0,110.0,109.18
504,2339,1,125.7,126.39
505,2339,2,126.9,125.06
506,2339,3,152.2,151.16
507,2339,4,146.6,146.54
508,2339,5,153.7,152.78
509,2339,6,130.3,126.84
510,2339,7,135.5,136.17
511,2339,8,127.6,125.59
512,2339,9,153.7,154.75
513,2339,10,140.4,137.12
514,2339,11,144.5,141.95
515,2339,14,143.9,140.48
516,2339,15,143.8,141.87
517,2339,16,130.5,131.33
518,2339,17,132.0,131.39
519,2339,18,132.4,131.62
520,2339,19,130.8,131.03
521,2339,24,166.9,166.49
522,2339,25,167.1,167.26
523,2339,30,51.9,49.51
524,2339,31,52.5,50.61
525,2339,32,60.9,52.41
526,2339,33,61.0,58.11
527,2339,34,62.5,57.2
528,2339,35,56.4,62.3
529,2340,0,39.8,38.78
530,2340,1,26.2,28.29
531,2340,2,134.2,136.27
532,2340,23,66.3,66.14
533,2340,3,132.9,133.21
534,2340,4,128.9,129.2
535,2340,5,134.6,137.42
536,2340,6,75.0,74.58
537,2340,7,58.3,59.8
538,2340,8,215.0,218.28
539,2340,28,26.8,24.98
540,2340,37,21.5,20.36
541,2340,18,14.7,14.17
542,2340,10,44.6,42.41
543,2340,11,58.9,61.0
544,2340,22,43.0,42.83
545,2342,0,102.1,92.96
546,2342,2,78.2,66.66
547,2342,3,71.2,74.89
548,2342,4,77.9,71.85
549,2342,5,75.0,70.77
550,2342,9,62.4,67.16
551,2342,11,35.2,33.9
552,2342,12,30.1,28.81
553,2342,13,76.5,68.73
554,2342,14,84.9,81.34
555,2342,15,84.6,81.16
556,2342,19,119.1,121.88
557,2348,0,128.4,128.32
558,2348,1,133.2,134.09
559,2348,2,128.4,128.41
560,2348,3,129.6,130.2
561,2348,4,129.6,130.33
562,2348,5,129.5,128.72
563,2348,6,165.9,164.53
564,2348,7,64.6,61.6
565,2348,8,67.2,65.44
566,2348,9,108.8,121.51
567,2348,10,121.5,129.11
568,2348,11,143.3,137.31
569,2348,15,168.4,163.33
570,2348,17,150.7,151.1
571,2348,18,20.8,21.83
572,2348,19,169.7,168.1
573,2351,0,99.7,100.59
574,2351,1,74.7,71.51
575,2351,2,78.1,70.42
576,2351,3,71.4,69.86
577,2351,4,77.9,75.0
578,2351,9,62.6,60.36
579,2351,12,95.5,98.19
580,2351,14,140.7,142.02
581,2351,15,107.6,104.99
582,2351,16,33.0,32.34
583,2351,17,29.0,28.14
584,2351,18,45.8,42.15
585,2351,19,179.5,178.31
586,2351,22,34.6,37.88
587,2351,24,46.4,44.51
588,2361,0,129.1,128.53
589,2361,1,128.0,127.02
590,2361,2,129.1,128.85
591,2361,3,126.5,128.8
592,2361,4,138.2,140.55
593,2361,5,126.5,129.88
594,2361,6,48.9,35.12
595,2361,7,142.5,153.03
596,2361,8,57.0,53.9
597,2361,10,124.8,141.7
598,2361,11,111.2,94.37
599,2361,12,133.2,131.38
600,2361,13,180.2,184.9
601,2366,0,22.0,23.49
602,2366,1,36.2,34.64
603,2366,2,36.7,37.35
604,2366,5,116.8,118.1
605,2366,4,145.1,149.89
606,2366,3,49.7,51.34
607,2366,9,50.5,49.43
608,2366,8,45.9,43.36
609,2366,7,33.8,35.8
610,2366,35,66.8,65.39
611,2366,10,17.0,15.23
612,2366,47,26.0,27.93
613,2366,51,28.3,23.7
614,2366,14,44.9,45.27
615,2366,15,127.9,131.51
616,2366,16,138.5,143.53
617,2366,17,75.0,73.29
618,2366,18,25.9,28.82
619,2366,22,25.9,19.89
620,2366,27,50.2,48.84
621,2366,43,20.9,20.36
622,2370,0,111.6,110.54
623,2370,1,149.8,152.56
624,2370,2,149.5,148.14
625,2370,5,120.5,119.38
626,2370,4,129.0,127.65
627,2370,3,109.5,124.17
628,2370,7,133.4,130.13
629,2370,8,123.9,126.71
630,2370,9,76.4,73.14
631,2370,11,167.2,163.38
632,2370,13,90.8,89.99
633,2370,14,172.8,174.22
634,2370,15,33.7,31.42
635,2370,34,56.3,51.9
636,2370,29,56.2,57.6
637,2370,19,56.5,53.39
638,2381,0,206.4,201.1
639,2381,1,102.7,101.51
640,2381,2,195.8,193.95
641,2381,4,82.4,81.76
642,2381,6,36.9,34.52
643,2381,7,171.6,169.18
644,2381,10,31.3,33.42
645,2381,11,29.2,31.62
646,2381,12,23.2,25.49
647,2381,13,14.0,13.91
648,2423,0,139.1,136.78
649,2423,1,115.7,121.18
650,2423,2,149.8,147.48
651,2423,3,113.5,114.61
652,2423,4,71.2,67.98
653,2423,6,173.9,169.02
654,2423,8,127.8,128.48
655,2423,9,16.8,16.91
656,2423,10,154.3,155.83
657,2423,12,100.8,103.62
658,2423,13,71.8,71.7
659,2423,14,76.7,75.8
660,2423,15,70.5,70.01
661,2423,16,76.8,72.2
662,2423,17,69.4,71.04
663,2423,18,67.3,63.42
664,2423,19,69.5,68.65
665,2423,20,73.7,75.45
666,2423,21,104.8,101.22
667,2423,30,73.6,72.53
668,2425,0,130.1,129.13
669,2425,1,126.5,125.46
670,2425,4,137.3,140.03
671,2425,6,26.0,23.98
672,2425,5,25.9,25.52
673,2425,3,136.3,139.89
674,2425,2,137.3,124.75
675,2425,20,135.5,142.29
676,2425,39,128.6,139.0
677,2425,40,19.7,20.12
678,2425,19,141.1,141.18
679,2425,23,21.5,18.78
680,2425,22,26.8,28.83
681,2425,27,21.5,23.4
682,2425,7,45.8,53.03
683,2425,12,24.5,19.32
684,2425,8,149.1,153.2
685,2425,9,111.7,113.18
686,2425,17,201.7,201.42
687,2425,16,74.5,77.46
688,2431,0,97.5,93.46
689,2431,3,130.6,136.51
690,2431,2,113.1,117.94
691,2431,4,29.0,27.81
692,2431,7,33.1,32.54
693,2431,5,48.0,44.57
694,2431,17,16.8,18.96
695,2431,11,57.8,55.88
696,2431,12,19.0,19.61
697,2431,1,157.3,157.52
698,2431,57,55.6,51.85
699,2431,25,154.4,151.57
700,2431,24,117.5,116.0
701,2431,28,121.1,129.34
702,2431,29,130.3,129.99
703,2431,30,105.2,118.5
704,2431,33,136.0,136.86
705,2431,32,116.5,120.35
706,2431,34,115.9,121.57
707,2431,35,138.3,139.07
708,2431,36,22.2,21.54
709,2431,40,109.3,121.8
710,2431,41,157.8,156.42
711,2431,31,158.4,157.08
712,2431,43,56.5,61.95
713,2431,50,56.3,62.05
714,2432,0,124.09,123.97
715,2432,1,138.18,137.6
716,2432,2,120.1,119.31
717,2432,3,116.46,113.83
718,2432,4,135.7,133.45
719,2432,5,115.91,115.93
720,2432,6,132.52,133.21
721,2432,7,121.15,126.02
722,2432,8,194.17,190.17
723,2432,9,182.76,179.59
724,2432,10,162.74,160.67
725,2432,11,164.09,161.91
726,2432,12,156.62,152.46
727,2432,13,61.92,64.78
728,2432,19,91.88,90.63
729,2432,20,126.04,127.75
730,2432,21,106.18,107.52
731,2432,22,161.81,162.23
732,2432,23,161.0,162.0
733,2432,24,163.83,162.79
734,2432,25,56.1,52.26
735,2432,26,106.18,104.18
736,2432,27,203.65,200.1
737,2432,28,33.19,33.98
738,2440,0,32.1,32.68
739,2440,1,31.1,29.69
740,2440,3,39.5,41.07
741,2440,11,125.0,128.9
742,2440,17,36.6,37.56
743,2440,18,18.9,20.02
744,2440,12,152.6,156.87
745,2440,13,24.9,26.54
746,2440,14,26.6,29.05
747,2440,5,35.8,37.12
748,2440,6,16.5,15.63
749,2440,16,43.1,44.66
750,2440,23,17.9,17.15
751,2440,4,67.7,65.64
752,2440,64,61.3,59.41
753,2440,10,38.6,39.59
754,2440,15,56.6,53.51
755,2440,28,18.9,19.22
756,2440,27,34.9,35.75
757,2440,32,33.6,32.45
758,2440,33,26.2,19.24
759,2440,34,46.0,45.05
760,2440,35,22.9,24.09
761,2440,36,12.3,10.8
762,2440,43,19.5,20.54
763,2440,42,28.9,27.79
764,2440,47,19.0,12.77
765,2440,63,65.1,64.37
766,2440,2,68.6,68.19
767,2443,0,112.2,114.58
768,2443,1,121.7,117.16
769,2443,3,153.0,153.73
770,2443,4,177.7,178.36
771,2443,6,155.8,154.98
772,2443,7,63.7,59.84
773,2443,9,145.0,144.05
774,2443,10,112.8,108.97
775,2443,11,115.4,113.95
776,2443,12,120.3,121.27
777,2443,13,122.9,118.84
778,2443,14,146.1,145.32
779,2447,0,35.1,22.3
780,2447,1,17.6,16.83
781,2447,2,41.7,35.07
782,2447,3,18.5,23.62
783,2447,4,41.7,33.89
784,2447,5,24.4,27.6
785,2447,6,24.6,26.34
786,2447,7,140.8,145.23
787,2447,8,89.9,78.42
788,2447,9,55.5,54.99
789,2447,10,43.3,47.19
790,2447,11,13.7,19.67
791,2447,13,173.4,171.92
792,2447,15,38.3,39.39
793,2447,16,16.4,32.43
794,2447,17,43.5,44.47
795,2447,18,62.8,66.13
796,2447,20,21.9,22.06
797,2447,21,33.3,33.27
798,2447,22,34.0,30.28
799,2447,23,57.7,44.93
800,2447,25,61.4,38.59
801,2447,27,50.9,48.27
802,2447,29,136.7,140.9
803,2447,30,27.5,31.34
804,2447,31,197.9,194.38
805,2452,0,116.1,118.25
806,2452,2,164.9,166.34
807,2452,68,19.1,19.51
808,2452,4,152.1,150.26
809,2452,5,119.5,117.8
810,2452,6,138.1,141.02
811,2452,7,15.6,18.27
812,2452,11,78.4,75.14
813,2452,12,32.1,37.91
814,2452,13,123.1,126.44
815,2452,15,21.05,24.4
816,2452,14,135.7,141.17
817,2452,19,129.1,131.33
818,2452,20,129.5,134.39
819,2452,21,36.0,35.57
820,2452,22,36.9,40.2
821,2452,23,16.8,12.62
822,2452,27,71.6,74.03
823,2452,30,41.2,45.29
824,2452,31,11.5,16.21
825,2452,35,220.2,226.99
826,2452,38,21.14,21.39
827,2452,42,19.2,22.89
828,2452,37,53.3,52.87
829,2452,46,71.9,72.35
830,2452,49,39.4,39.14
831,2452,50,170.2,172.71
832,2453,0,34.5,36.65
833,2453,1,18.2,19.8
834,2453,2,38.0,36.76
835,2453,32,31.6,30.58
836,2453,19,22.3,23.4
837,2453,21,118.7,118.91
838,2453,20,152.2,153.6
839,2453,23,141.3,140.09
840,2453,22,106.3,106.64
841,2453,27,142.0,147.13
842,2453,28,104.2,102.36
843,2453,13,41.3,41.56
844,2453,14,17.1,19.78
845,2453,4,27.6,24.29
846,2453,3,38.9,39.77
847,2453,8,25.9,25.82
848,2453,12,76.1,74.7
849,2453,33,72.3,70.95
850,2453,35,165.7,163.69
851,2453,37,130.4,129.89
852,2453,39,128.6,128.29
853,2453,40,133.1,133.68
854,2453,41,128.6,128.04
855,2453,42,129.7,130.19
856,2453,38,129.7,130.62
857,2453,18,44.1,44.95
858,2453,31,31.6,33.37
859,2469,0,14.5,13.71
860,2469,1,20.5,22.59
861,2469,2,133.3,137.77
862,2469,3,126.7,127.43
863,2469,4,25.4,27.9
864,2469,5,32.7,34.36
865,2469,6,158.1,165.84
866,2469,7,133.2,133.3
867,2469,8,194.0,192.33
868,2481,0,116.2,113.71
869,2481,1,138.0,137.6
870,2481,3,56.0,52.29
871,2481,4,147.1,145.34
872,2481,6,100.6,92.24
873,2481,7,173.5,164.36
874,2481,9,167.2,151.7
875,2481,12,106.1,106.89
876,2481,13,146.5,155.91
877,2481,14,122.9,127.63
878,2481,15,188.4,181.1
879,2481,17,177.7,178.34
880,2481,19,154.7,149.97
881,2481,21,96.2,95.96
882,2481,22,169.1,166.31
883,2495,0,108.5,102.44
884,2495,1,115.2,124.62
885,2495,2,112.9,124.33
886,2495,3,115.2,124.09
887,2495,4,112.9,124.98
888,2495,5,108.5,107.57
889,2495,6,193.8,178.28
890,2495,7,160.4,140.55
891,2495,8,145.5,133.79
892,2495,9,139.6,138.6
893,2495,10,139.6,138.58
894,2495,11,145.5,137.22
895,2495,12,160.4,142.26
896,2495,13,41.6,28.0
897,2495,14,37.3,45.99
898,2495,16,51.5,51.26
899,2495,17,173.0,177.19
900,2506,0,109.85,120.53
901,2506,1,101.2,111.44
902,2506,2,113.2,118.16
903,2506,3,147.39999999999998,149.43
904,2506,4,122.15,123.58
905,2506,5,128.39999999999998,132.13
906,2506,6,27.9,27.3
907,2506,7,76.2,74.65
908,2506,8,27.9,24.2
909,2506,9,149.8,153.26
910,2506,10,56.099999999999994,57.12
911,2506,11,143.25,146.2
912,2506,12,56.7,57.36
913,2529,0,37.0,37.92
914,2529,7,32.7,35.17
915,2529,6,34.1,36.29
916,2529,2,146.7,151.75
917,2529,3,105.3,104.48
918,2529,1,85.2,83.82
919,2529,8,43.9,46.65
920,2529,10,109.4,108.68
921,2529,9,148.4,156.37
922,2529,13,20.7,18.16
923,2537,0,18.8,20.39
924,2537,1,144.1,151.38
925,2537,2,109.5,108.1
